STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",ES,Spain,2019,,42675.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",ES,Spain,2020,,40487.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",ES,Spain,2021,,43558.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",ES,Spain,2022,,49632.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",ES,Spain,2023,,55845.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2000,,18133.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2001,,20294.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2002,,21821.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2003,,23083.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2004,,23458.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2005,,24355.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2006,,25794.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2007,,28276.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2008,,28914.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2009,,27626.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2010,,27843.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2011,,27886.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2012,,27633.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2013,,27602.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2014,,27924.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2015,,28817.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2016,,30005.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2017,,31006.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2018,,32358.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2019,,34452.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2020,,36960.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2021,,39019.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2022,,44323.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",NL,Netherlands,2023,,47186.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2000,,4046.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2001,,4422.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2002,,4768.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2003,,4893.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2004,,5163.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2005,,5341.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2006,,5587.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2007,,5798.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2008,,5976.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2009,,5984.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2010,,5646.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2011,,5629.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2012,,5374.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2013,,5197.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2014,,5160.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2015,,5317.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2016,,5660.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2017,,5946.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2018,,6375.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2019,,7140.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2020,,7782.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2021,,8499.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2022,,10019.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",J,Information and communication,B1G,"Value added, gross",PT,Portugal,2023,,11230.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2000,,10450.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2001,,10064.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2002,,10252.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2003,,10204.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2004,,10536.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2005,,11017.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2006,,11986.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2007,,13143.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2008,,13344.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2009,,11957.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2010,,12014.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2011,,12933.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2012,,12301.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2013,,12861.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2014,,12969.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2015,,13499.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2016,,13242.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2017,,13764.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2018,,14217.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2019,,14836.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2020,,14659.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2021,,16731.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2022,,18202.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",AT,Austria,2023,,21769.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2000,,81120.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2001,,83222.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2002,,90726.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2003,,101168.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2004,,114215.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2005,,112020.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2006,,111765.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2007,,105857.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2008,,98179.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2009,,110761.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2010,,115367.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2011,,118868.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2012,,121913.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2013,,119300.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2014,,120155.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2015,,124832.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2016,,122325.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2017,,121140.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2018,,120446.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2019,,125949.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2020,,128334.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2021,,138836.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2022,,135040.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",DE,Germany,2023,,149169.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2000,,25383.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2001,,29787.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2002,,31761.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2003,,32816.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2004,,35212.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2005,,37445.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2006,,41527.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2007,,47932.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2008,,52201.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2009,,55356.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2010,,41244.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2011,,38944.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2012,,40135.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2013,,33670.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2014,,36682.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2015,,37138.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2016,,39036.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",K,Financial and insurance activities,B1G,"Value added, gross",ES,Spain,2017,,40551.0,,,,,
